path	bucket	reason
helix_usage_validated/mlp_lens_L3H13_d2d4_mlp3.png	compass	compass experiment artifact
helix_usage_validated/mlp_lens_L3H13_d2d4_mlp4.png	compass	compass experiment artifact
helix_usage_validated/mlp_lens_L9H1_d1d5_mlp10.png	compass	compass experiment artifact
helix_usage_validated/mlp_lens_L9H1_d1d5_mlp9.png	compass	compass experiment artifact
helix_usage_validated/per_domain_alpha_gemma.json	compass	compass experiment artifact
helix_usage_validated/per_domain_alpha_gpt2.json	compass	compass experiment artifact
helix_usage_validated/per_domain_alpha_llama_snr0.10.json	compass	compass experiment artifact
helix_usage_validated/per_domain_alpha_llama_snr0.15.json	compass	compass experiment artifact
helix_usage_validated/per_domain_alpha_llama_snr0.20.json	compass	compass experiment artifact
helix_usage_validated/per_domain_alpha_phi3_snr0.07.json	compass	compass experiment artifact
helix_usage_validated/per_domain_alpha_phi3_snr0.08.json	compass	compass experiment artifact
helix_usage_validated/per_domain_alpha_phi3_snr0.10.json	compass	compass experiment artifact
helix_usage_validated/phi3_L24_head_survey.txt	compass	compass experiment artifact
helix_usage_validated/phi3_ablation_output.txt	compass	compass experiment artifact
helix_usage_validated/phi3_causal_patch.txt	compass	compass experiment artifact
helix_usage_validated/phi3_compass_causal.txt	compass	compass experiment artifact
helix_usage_validated/phi3_compass_causal_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_compass_causal_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_compass_causal_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_compass_output.txt	compass	compass experiment artifact
helix_usage_validated/phi3_cyclicity.txt	compass	compass experiment artifact
helix_usage_validated/phi3_cyclicity_all.txt	compass	compass experiment artifact
helix_usage_validated/phi3_decode_heads.txt	compass	compass experiment artifact
helix_usage_validated/phi3_entity_compass_causal.txt	compass	compass experiment artifact
helix_usage_validated/phi3_entity_compass_causal_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_entity_compass_causal_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_entity_compass_causal_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_entity_fourway.txt	compass	compass experiment artifact
helix_usage_validated/phi3_entity_incontext.txt	compass	compass experiment artifact
helix_usage_validated/phi3_entity_incontext_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_entity_incontext_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_entity_incontext_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_fp32.txt	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_fp32_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_fp32_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_fp32_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v1.txt	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v1_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v1_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v1_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v2.txt	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v2_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v2_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v2_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v3.txt	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v3_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v3_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_fixed_v3_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_followups.txt	compass	compass experiment artifact
helix_usage_validated/phi3_head_survey_output.txt	compass	compass experiment artifact
helix_usage_validated/phi3_incontext.txt	compass	compass experiment artifact
helix_usage_validated/phi3_incontext_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_incontext_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_incontext_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_l24_expand.txt	compass	compass experiment artifact
helix_usage_validated/phi3_l28h1_causal.txt	compass	compass experiment artifact
helix_usage_validated/phi3_l28h1_causal_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_l28h1_causal_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_l28h1_causal_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_l28h1_tests.txt	compass	compass experiment artifact
helix_usage_validated/phi3_l28h1_workshop_suite.txt	compass	compass experiment artifact
helix_usage_validated/phi3_lastlayer_hack.txt	compass	compass experiment artifact
helix_usage_validated/phi3_lastlayer_hack_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_lastlayer_hack_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_lastlayer_hack_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_late_layer_compass.txt	compass	compass experiment artifact
helix_usage_validated/phi3_multi_head_compass.txt	compass	compass experiment artifact
helix_usage_validated/phi3_other_layer_cyclicity.txt	compass	compass experiment artifact
helix_usage_validated/phi3_paper_matched.txt	compass	compass experiment artifact
helix_usage_validated/phi3_paper_matched_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_paper_matched_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_paper_matched_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_permutation.txt	compass	compass experiment artifact
helix_usage_validated/phi3_permutation_v2.txt	compass	compass experiment artifact
helix_usage_validated/phi3_permutation_v3.txt	compass	compass experiment artifact
helix_usage_validated/phi3_principal_angles.txt	compass	compass experiment artifact
helix_usage_validated/phi3_random_plane.txt	compass	compass experiment artifact
helix_usage_validated/phi3_random_plane_v2.txt	compass	compass experiment artifact
helix_usage_validated/phi3_random_plane_v3.txt	compass	compass experiment artifact
helix_usage_validated/phi3_scan_gender_heatmap.png	compass	compass experiment artifact
helix_usage_validated/phi3_scan_gender_l29_30_heatmap.png	compass	compass experiment artifact
helix_usage_validated/phi3_scan_gender_l29_30_scan.txt	compass	compass experiment artifact
helix_usage_validated/phi3_scan_gender_nullfullov_heatmap.png	compass	compass experiment artifact
helix_usage_validated/phi3_scan_gender_nullfullov_scan.txt	compass	compass experiment artifact
helix_usage_validated/phi3_scan_gender_scan.txt	compass	compass experiment artifact
helix_usage_validated/phi3_scan_planes.txt	compass	compass experiment artifact
helix_usage_validated/phi3_self_test.txt	compass	compass experiment artifact
helix_usage_validated/phi3_semantic_ablate.txt	compass	compass experiment artifact
helix_usage_validated/phi3_sweep_output.txt	both	cross-model helix scan output (shared scanner)
helix_usage_validated/phi3_temporal_compass_causal.txt	compass	compass experiment artifact
helix_usage_validated/phi3_temporal_compass_causal_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_temporal_compass_causal_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_temporal_compass_causal_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_temporal_fourway.txt	compass	compass experiment artifact
helix_usage_validated/phi3_temporal_incontext.txt	compass	compass experiment artifact
helix_usage_validated/phi3_temporal_incontext_curves.png	compass	compass experiment artifact
helix_usage_validated/phi3_temporal_incontext_linearity.png	compass	compass experiment artifact
helix_usage_validated/phi3_temporal_incontext_polar.png	compass	compass experiment artifact
helix_usage_validated/phi3_trace_output.txt	both	cross-model helix scan output (shared scanner)
helix_usage_validated/qualitative_spotcheck_gemma.csv	compass	compass experiment artifact
helix_usage_validated/qualitative_spotcheck_gemma.md	compass	compass experiment artifact
helix_usage_validated/qualitative_spotcheck_gpt2.csv	compass	compass experiment artifact
helix_usage_validated/qualitative_spotcheck_gpt2.md	compass	compass experiment artifact
helix_usage_validated/qualitative_spotcheck_llama.csv	compass	compass experiment artifact
helix_usage_validated/qualitative_spotcheck_llama.md	compass	compass experiment artifact
helix_usage_validated/qualitative_spotcheck_phi3.csv	compass	compass experiment artifact
helix_usage_validated/qualitative_spotcheck_phi3.md	compass	compass experiment artifact
helix_usage_validated/scan_pass_rate_ci.txt	compass	compass experiment artifact
helix_usage_validated/second_harmonic_fit.txt	compass	compass experiment artifact
helix_usage_validated/seed_variance_summary.csv	compass	compass experiment artifact
helix_usage_validated/seed_variance_summary.md	compass	compass experiment artifact
helix_usage_validated/sentdebias_gemma_gender_L21.json	compass	compass experiment artifact
helix_usage_validated/sentdebias_gemma_race_L21.json	compass	compass experiment artifact
helix_usage_validated/sentdebias_gpt2_gender_L10.json	compass	compass experiment artifact
helix_usage_validated/sentdebias_gpt2_race_L10.json	compass	compass experiment artifact
helix_usage_validated/sentdebias_llama_gender_L22.json	compass	compass experiment artifact
helix_usage_validated/sentdebias_llama_race_L22.json	compass	compass experiment artifact
helix_usage_validated/sentdebias_phi3_gender_L24.json	compass	compass experiment artifact
helix_usage_validated/sentdebias_phi3_race_L24.json	compass	compass experiment artifact
helix_usage_validated/steering_gemma.txt	compass	compass experiment artifact
helix_usage_validated/steering_gemma_b10.txt	compass	compass experiment artifact
helix_usage_validated/steering_gpt2.txt	compass	compass experiment artifact
helix_usage_validated/steering_phi3.txt	compass	compass experiment artifact
helix_usage_validated/steering_phi3_a20.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_gemma.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_gemma.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_gpt2.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_gpt2.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_llama.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_llama.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_phi3.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_phi3.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_phi3_big_alpha.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_ensemble_phi3_big_alpha.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_gemma_l21h4.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_gemma_l21h4.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_gpt2_l10h9.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_gpt2_l10h9.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_llama32_3b_l26h14.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_llama32_3b_l26h14.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_llama_l26h14.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_phi3_l28h1.csv	compass	compass experiment artifact
helix_usage_validated/stereoset_phi3_l28h1.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_probe_halfmatch.tsv	compass	compass experiment artifact
helix_usage_validated/stereoset_probe_halfmatch_gemma.tsv	compass	compass experiment artifact
helix_usage_validated/stereoset_probe_halfmatch_llama.tsv	compass	compass experiment artifact
helix_usage_validated/stereoset_probe_halfmatch_phi3.tsv	compass	compass experiment artifact
helix_usage_validated/stereoset_probe_pairs.tsv	compass	compass experiment artifact
helix_usage_validated/stereoset_probe_pairs_gemma.tsv	compass	compass experiment artifact
helix_usage_validated/stereoset_probe_pairs_llama.tsv	compass	compass experiment artifact
helix_usage_validated/stereoset_probe_pairs_phi3.tsv	compass	compass experiment artifact
helix_usage_validated/stereoset_scan_gemma.jsonl	compass	compass experiment artifact
helix_usage_validated/stereoset_scan_gemma_summary.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_scan_gpt2.jsonl	compass	compass experiment artifact
helix_usage_validated/stereoset_scan_gpt2_summary.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_scan_llama.jsonl	compass	compass experiment artifact
helix_usage_validated/stereoset_scan_llama_summary.txt	compass	compass experiment artifact
helix_usage_validated/stereoset_scan_phi3.jsonl	compass	compass experiment artifact
helix_usage_validated/stereoset_scan_phi3_summary.txt	compass	compass experiment artifact
helix_usage_validated/storage_steering_scatter.png	compass	compass experiment artifact
helix_usage_validated/target_ss50_gemma.csv	compass	compass experiment artifact
helix_usage_validated/target_ss50_gemma.txt	compass	compass experiment artifact
helix_usage_validated/target_ss50_gemma_holdout.csv	compass	compass experiment artifact
helix_usage_validated/target_ss50_gemma_holdout.txt	compass	compass experiment artifact
helix_usage_validated/target_ss50_gpt2.csv	compass	compass experiment artifact
helix_usage_validated/target_ss50_gpt2.txt	compass	compass experiment artifact
helix_usage_validated/target_ss50_gpt2_holdout.csv	compass	compass experiment artifact
helix_usage_validated/target_ss50_gpt2_holdout.txt	compass	compass experiment artifact
helix_usage_validated/target_ss50_llama.csv	compass	compass experiment artifact
helix_usage_validated/target_ss50_llama.txt	compass	compass experiment artifact
helix_usage_validated/target_ss50_llama_holdout.csv	compass	compass experiment artifact
helix_usage_validated/target_ss50_llama_holdout.txt	compass	compass experiment artifact
helix_usage_validated/target_ss50_phi3.csv	compass	compass experiment artifact
helix_usage_validated/target_ss50_phi3.txt	compass	compass experiment artifact
helix_usage_validated/target_ss50_phi3_holdout.csv	compass	compass experiment artifact
helix_usage_validated/target_ss50_phi3_holdout.txt	compass	compass experiment artifact
helix_usage_validated/truthfulqa_gemma.csv	compass	compass experiment artifact
helix_usage_validated/truthfulqa_gemma.txt	compass	compass experiment artifact
helix_usage_validated/truthfulqa_gpt2.csv	compass	compass experiment artifact
helix_usage_validated/truthfulqa_gpt2.txt	compass	compass experiment artifact
helix_usage_validated/truthfulqa_llama.csv	compass	compass experiment artifact
helix_usage_validated/truthfulqa_llama.txt	compass	compass experiment artifact
helix_usage_validated/truthfulqa_phi3.csv	compass	compass experiment artifact
helix_usage_validated/truthfulqa_phi3.txt	compass	compass experiment artifact
helix_usage_validated/validated_results.json	compass	compass experiment artifact
helix_usage_validated/vocab_projection_L1H17_d3d9.png	compass	compass experiment artifact
helix_usage_validated/winogender_gemma_l21h4_alpha1.txt	compass	compass experiment artifact
helix_usage_validated/winogender_gemma_sweep.csv	compass	compass experiment artifact
helix_usage_validated/winogender_gemma_sweep.txt	compass	compass experiment artifact
helix_usage_validated/winogender_gpt2_l10h9_alpha1.txt	compass	compass experiment artifact
helix_usage_validated/winogender_gpt2_sweep.csv	compass	compass experiment artifact
helix_usage_validated/winogender_gpt2_sweep.txt	compass	compass experiment artifact
helix_usage_validated/winogender_llama_sweep.csv	compass	compass experiment artifact
helix_usage_validated/winogender_llama_sweep.txt	compass	compass experiment artifact
helix_usage_validated/winogender_phi3_l28h1_alpha1.txt	compass	compass experiment artifact
helix_usage_validated/winogender_phi3_sweep.csv	compass	compass experiment artifact
helix_usage_validated/winogender_phi3_sweep.txt	compass	compass experiment artifact
helix_usage_validated/workshop_suite_results_gemma_l21h4.json	compass	compass experiment artifact
helix_usage_validated/workshop_suite_results_gpt2_l9h7.json	compass	compass experiment artifact
helix_usage_validated/workshop_suite_results_llama_l26h14.json	compass	compass experiment artifact
helix_usage_validated/workshop_suite_results_phi3_l24h10.json	compass	compass experiment artifact
helix_usage_validated/workshop_suite_results_phi3_l28h1.json	compass	compass experiment artifact
images/EleutherAI_gpt-j-6B_L3H13_OV_sine_cosine_unpacking_L_H_dims_2_3.png	arithmetic	helix / Fourier / geometry figure
images/EleutherAI_pythia-6.9b_L6H0_OV_sine_cosine_unpacking_L_H_dims_2_4.png	arithmetic	helix / Fourier / geometry figure
images/HELIX_ANALYSIS_COMPLETE_REFERENCE.md	arithmetic	helix / Fourier / geometry figure
images/Microsoft_Phi3_distance_matrices_layer_21.png	arithmetic	helix / Fourier / geometry figure
images/Microsoft_Phi3_distance_matrices_layer_24.png	arithmetic	helix / Fourier / geometry figure
images/Phi-3-mini-4k-instruct_scree_plot_layer_24.png	arithmetic	helix / Fourier / geometry figure
images/arithmetic_clock_face_msphi copy.png	arithmetic	helix / Fourier / geometry figure
images/arithmetic_clock_face_msphi.png	arithmetic	helix / Fourier / geometry figure
images/dynamic_clock_face_gemma.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_EleutherAI_gpt-j-6B_L3H13.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_EleutherAI_pythia-6.9b_L6H0.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_google_gemma-2-2b_L11H3_4bit_quant.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_google_gemma-2-2b_L9H1.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_google_gemma-7b_L14H2.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_gpt-Neo-2.7B_L7H1.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_gpt-neo-2.7B_L1H10.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_gpt2-medium_L19H12.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_gpt2-small_L10H2.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_meta-llama_Llama-3.2-3B-Instruct_L1H17.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_meta-llama_Llama-3.2-3B_L1H17.png	arithmetic	helix / Fourier / geometry figure
images/fft_spectrum_microsoft_Phi-3-mini-4k-instruct_L24H28.png	arithmetic	helix / Fourier / geometry figure
images/gemma-7b_distance_matrices_layer_21.png	arithmetic	helix / Fourier / geometry figure
images/gemma-7b_scree_plot_layer_21.png	arithmetic	helix / Fourier / geometry figure
images/gemma_7b_distance_matrices_layer_14.png	arithmetic	helix / Fourier / geometry figure
images/geometry_EleutherAI_gpt-j-6B_L3H13_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_EleutherAI_pythia-6.9b_L6H0_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_google_gemma-2-2b_L11H3_OV_4bit_quant.png	arithmetic	helix / Fourier / geometry figure
images/geometry_google_gemma-2-2b_L9H1_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_google_gemma-7b_L14H2_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt-Neo-2.7B_L7H1_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt-neo-2.7B_L1H10_OV_1_10.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt-neo-2.7B_L20H18_OV_10_100.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt-neo-2.7B_L20H18_OV_1_100.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt2-medium_L19H12_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt2-small_L10H2_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt2-small_L10H2_OV_10_100.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt2-small_L10H2_OV_1_100.png	arithmetic	helix / Fourier / geometry figure
images/geometry_gpt2-small_L2H2_OV_1_10.png	arithmetic	helix / Fourier / geometry figure
images/geometry_meta-llama_Llama-3.2-3B-Instruct_L1H17_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_meta-llama_Llama-3.2-3B_L1H17_OV.png	arithmetic	helix / Fourier / geometry figure
images/geometry_microsoft_Phi-3-mini-4k-instruct_L24H28_OV.png	arithmetic	helix / Fourier / geometry figure
images/google_gemma-2-2b_L11H3_OV_sine_cosine_unpacking_L_H_dims_0_7_4bit_quant.png	arithmetic	helix / Fourier / geometry figure
images/google_gemma-2-2b_L9H1_OV_sine_cosine_unpacking_L_H_dims_1_2.png	arithmetic	helix / Fourier / geometry figure
images/google_gemma-7b_L14H2_OV_sine_cosine_unpacking_L_H_dims_2_5.png	arithmetic	helix / Fourier / geometry figure
images/gpt-Neo-2.7B_L7H1_OV_sine_cosine_unpacking_L_H_dims_0_3.png	arithmetic	helix / Fourier / geometry figure
images/gpt2-medium_L19H12_OV_sine_cosine_unpacking_L_H_dims_3_4.png	arithmetic	helix / Fourier / geometry figure
images/gpt2-small_L10H2_OV_sine_cosine_unpacking_L_H_dims_2_7.png	arithmetic	helix / Fourier / geometry figure
images/grokking_EMBEDDING_helix_analysis.png	arithmetic	helix / Fourier / geometry figure
images/grokking_direct_vs_reconstructed_2d_CORRECT.png	arithmetic	helix / Fourier / geometry figure
images/grokking_helix_multidim.png	arithmetic	helix / Fourier / geometry figure
images/helix_comparison_L0_L1_svd.png	arithmetic	helix / Fourier / geometry figure
images/helix_gpt2-small_L10H2_OV_1.png	arithmetic	helix / Fourier / geometry figure
images/intervention.png	drop	Beyond Components teaser figure
images/meta-llama_Llama-3.2-3B-Instruct_L1H17_OV_sine_cosine_unpacking_L_H_dims_4_6.png	arithmetic	helix / Fourier / geometry figure
images/meta-llama_Llama-3.2-3B_L1H17_OV_sine_cosine_unpacking_L_H_dims_2_6.png	arithmetic	helix / Fourier / geometry figure
images/microsoft_Phi-3-mini-4k-instruct_L24H28_OV_sine_cosine_unpacking_L_H_dims_3_7.png	arithmetic	helix / Fourier / geometry figure
images/paired_fft_gpt2-small_L10H2_dims2_7.png	arithmetic	helix / Fourier / geometry figure
images/phase4_output_diagnostic_micosoft_Phi-3-mini-4k-instruct.png	arithmetic	helix / Fourier / geometry figure
images/sine_cosine_waves_dims_0_3.png	arithmetic	helix / Fourier / geometry figure
images/svd_pc_sweep_gemma.png	arithmetic	helix / Fourier / geometry figure
images/svd_pc_sweep_msphi.png	arithmetic	helix / Fourier / geometry figure
images/variance_explained_comparison.png	arithmetic	helix / Fourier / geometry figure
investigate_helix_usage_validated.py	both	compass 9-test battery + cross-task helix investigation
knowledge/A_Mechanistic_Interpretability_Analysis_of_Grokking.ipynb	arithmetic	research note, routed by topic
knowledge/COMPREHENSIVE_PAPER_ANALYSIS.md	both	research note, routed by topic
knowledge/beyond_components_deep_analysis.md	both	research note, routed by topic
knowledge/comparison_modular_digit_vs_repo.md	arithmetic	research note, routed by topic
knowledge/index.md	arithmetic	research note, routed by topic
knowledge/relavant_papers.txt	both	research note, routed by topic
knowledge/summary_arithmetic_circuits.md	arithmetic	research note, routed by topic
knowledge/summary_arithmetic_reasoning.md	arithmetic	research note, routed by topic
knowledge/summary_beyond_components.md	both	research note, routed by topic
knowledge/summary_clock_pizza.md	arithmetic	research note, routed by topic
knowledge/summary_fourier_features_addition.md	arithmetic	research note, routed by topic
knowledge/summary_grokking_mechanistic.md	arithmetic	research note, routed by topic
knowledge/summary_modular_digit_arithmetic.md	arithmetic	research note, routed by topic
knowledge/summary_modular_polynomials.md	arithmetic	research note, routed by topic
knowledge/summary_singular_vectors_features.md	both	research note, routed by topic
knowledge/summary_toy_superposition.md	both	research note, routed by topic
knowledge/summary_trigonometry_addition.md	arithmetic	research note, routed by topic
memory/MEMORY.md	both	repo working notes
memory/feedback_code_quality.md	both	repo working notes
paper/Arithmetic_Circuit.pdf	arithmetic	arithmetic paper source
paper/README.md	arithmetic	arithmetic paper source
paper/main.aux	arithmetic	arithmetic paper source
paper/main.bbl	arithmetic	arithmetic paper source
paper/main.blg	arithmetic	arithmetic paper source
paper/main.out	arithmetic	arithmetic paper source
paper/main.tex	arithmetic	arithmetic paper source
paper/references.bib	arithmetic	arithmetic paper source
paper/sections/abstract.tex	arithmetic	arithmetic paper source
paper/sections/appendix.tex	arithmetic	arithmetic paper source
paper/sections/background.tex	arithmetic	arithmetic paper source
paper/sections/discussion.tex	arithmetic	arithmetic paper source
paper/sections/introduction.tex	arithmetic	arithmetic paper source
paper/sections/methods.tex	arithmetic	arithmetic paper source
paper/sections/results.tex	arithmetic	arithmetic paper source
paper_compass/Mohan_Kanaka_2024901009_RSAI_KMS_Team_Semantic_Dial_Project.pdf	compass	compass paper source
paper_compass/README.md	compass	compass paper source
paper_compass/alpha_sweep_explained.aux	compass	compass paper source
paper_compass/alpha_sweep_explained.out	compass	compass paper source
paper_compass/alpha_sweep_explained.pdf	compass	compass paper source
paper_compass/alpha_sweep_explained.tex	compass	compass paper source
paper_compass/beyond_components_onepager.aux	compass	compass paper source
paper_compass/beyond_components_onepager.out	compass	compass paper source
paper_compass/beyond_components_onepager.pdf	compass	compass paper source
paper_compass/beyond_components_onepager.tex	compass	compass paper source
paper_compass/compass_experiment_suite.md	compass	compass paper source
paper_compass/domain_heads.aux	compass	compass paper source
paper_compass/domain_heads.pdf	compass	compass paper source
paper_compass/domain_heads.tex	compass	compass paper source
paper_compass/fancyhdr.sty	compass	compass paper source
paper_compass/figures/fig_alpha_sweep.pdf	compass	compass paper source
paper_compass/figures/fig_downstream_summary.pdf	compass	compass paper source
paper_compass/figures/fig_head_specificity.pdf	compass	compass paper source
paper_compass/figures/fig_scan_concentration.pdf	compass	compass paper source
paper_compass/figures/fig_stereoset_domains.pdf	compass	compass paper source
paper_compass/figures/gemma_curves.png	compass	compass paper source
paper_compass/figures/gemma_linearity.png	compass	compass paper source
paper_compass/figures/gemma_polar.png	compass	compass paper source
paper_compass/figures/gpt2_curves.png	compass	compass paper source
paper_compass/figures/gpt2_linearity.png	compass	compass paper source
paper_compass/figures/gpt2_polar.png	compass	compass paper source
paper_compass/figures/gpt2_scan_heatmap.png	compass	compass paper source
paper_compass/figures/llama32_3b_scan_gender_heatmap.png	compass	compass paper source
paper_compass/figures/phi3_curves.png	compass	compass paper source
paper_compass/figures/phi3_entity_curves.png	compass	compass paper source
paper_compass/figures/phi3_entity_linearity.png	compass	compass paper source
paper_compass/figures/phi3_entity_polar.png	compass	compass paper source
paper_compass/figures/phi3_l28h1_causal_curves.png	compass	compass paper source
paper_compass/figures/phi3_l28h1_causal_linearity.png	compass	compass paper source
paper_compass/figures/phi3_l28h1_causal_polar.png	compass	compass paper source
paper_compass/figures/phi3_linearity.png	compass	compass paper source
paper_compass/figures/phi3_polar.png	compass	compass paper source
paper_compass/figures/phi3_temporal_curves.png	compass	compass paper source
paper_compass/figures/phi3_temporal_linearity.png	compass	compass paper source
paper_compass/figures/phi3_temporal_polar.png	compass	compass paper source
paper_compass/iclr2026_conference.bst	compass	compass paper source
paper_compass/iclr2026_conference.sty	compass	compass paper source
paper_compass/main.aux	compass	compass paper source
paper_compass/main.bbl	compass	compass paper source
paper_compass/main.blg	compass	compass paper source
paper_compass/main.out	compass	compass paper source
paper_compass/main.pdf	compass	compass paper source
paper_compass/main.tex	compass	compass paper source
paper_compass/math_commands.tex	compass	compass paper source
paper_compass/model_architecture_comparison.aux	compass	compass paper source
paper_compass/model_architecture_comparison.out	compass	compass paper source
paper_compass/model_architecture_comparison.pdf	compass	compass paper source
paper_compass/model_architecture_comparison.tex	compass	compass paper source
paper_compass/natbib.sty	compass	compass paper source
paper_compass/poster.zip	compass	compass paper source
paper_compass/references.bib	compass	compass paper source
paper_compass/sections/abstract.tex	compass	compass paper source
paper_compass/sections/appendix.tex	compass	compass paper source
paper_compass/sections/background.tex	compass	compass paper source
paper_compass/sections/discussion.tex	compass	compass paper source
paper_compass/sections/downstream.tex	compass	compass paper source
paper_compass/sections/introduction.tex	compass	compass paper source
paper_compass/sections/methods.tex	compass	compass paper source
paper_compass/sections/results.tex	compass	compass paper source
paper_compass/speaker_notes.aux	compass	compass paper source
paper_compass/speaker_notes.out	compass	compass paper source
paper_compass/speaker_notes.pdf	compass	compass paper source
paper_compass/speaker_notes.tex	compass	compass paper source
paper_compass/story.aux	compass	compass paper source
paper_compass/story.out	compass	compass paper source
paper_compass/story.pdf	compass	compass paper source
paper_compass/story.tex	compass	compass paper source
paper_compass_acl/acl.sty	compass	compass paper source
paper_compass_acl/acl_natbib.bst	compass	compass paper source
paper_compass_acl/custom.bib	compass	compass paper source
paper_compass_acl/figures/fig_alpha_sweep.pdf	compass	compass paper source
paper_compass_acl/figures/fig_downstream_summary.pdf	compass	compass paper source
paper_compass_acl/figures/fig_head_specificity.pdf	compass	compass paper source
paper_compass_acl/figures/fig_scan_concentration.pdf	compass	compass paper source
paper_compass_acl/figures/fig_stereoset_domains.pdf	compass	compass paper source
